"relative_path","year_folder","filename","width","height","bytes","sha256","identification_status","catalogue_title","catalogue_number","catalogue_url","rights_status"
"1951\207.JPG","1951","207.JPG","1109","1600","902498","69833650f044b010d38a54e4e9a723cb5c248aaf35c79c44e137d9b7ec8cedbb","unverified","","","","research-only"
"1951\208.JPG","1951","208.JPG","1209","1600","953738","52cdb66e44f011837c707d271966a949fcf4fd717dedffe488e6f7a6f30bf1e4","unverified","","","","research-only"
"1951\209.JPG","1951","209.JPG","1208","1600","1248923","1507882b700adbc3f6002ef3d77868c5de283f7e73eecf32f547279e234f71b6","unverified","","","","research-only"
"1952\210.JPG","1952","210.JPG","1012","1600","844506","c27ee74c2d2751659d75e7f9c6b1c5902bec3806e89f551bf8fc7a7399b8b6bf","unverified","","","","research-only"
"1952\211.JPG","1952","211.JPG","1169","1600","793635","29038e8d23e3c4ed1d967c8eeed3d385c7e4a604ba6f38a8c6304a8b6e98f7ae","unverified","","","","research-only"
"1952\212.JPG","1952","212.JPG","2213","1600","1835398","bf14eb6f7d0597b7688da0a6f0a8c609a23fdf4fa6e6f39e27a16a1eedf5ca4a","unverified","","","","research-only"
"1952\213.JPG","1952","213.JPG","2407","1600","1792720","457a88476ae15b9fb74f10e731b604883b2053eb7f1be7031fbc9f0c6123994e","unverified","","","","research-only"
"1952\214.JPG","1952","214.JPG","1165","1600","670814","82cf2e7e5c73911d661de8e3a1ff62612a54e55eeb0908ec497305c76035363c","unverified","","","","research-only"
"1953\215.JPG","1953","215.JPG","2112","1600","2346707","0a8d1085189591bfff43761c16e3be8acc670d68cb96c378c25aff6e09772672","unverified","","","","research-only"
"1953\216.JPG","1953","216.JPG","1153","1600","836287","e8d209c2ca8dfba30000c53705b62b0e0addb0d8ddf403c209f708a2c4c07e61","unverified","","","","research-only"
"1953\217.JPG","1953","217.JPG","1165","1600","750296","bb7c439146205de03148878fc5ca2f13be10a963c4ee9dc01e4feb57acd5593e","unverified","","","","research-only"
"1954\218.JPG","1954","218.JPG","893","1600","629716","9c3e3353a6d57efbd0407d931a7f776809d162efd4697ee84e85c1daffec77a3","unverified","","","","research-only"
"1954\219.JPG","1954","219.JPG","1006","1600","584591","a100a3ec62b9a5a4e64540cba9bfed8259fb0a9e3ca27d9ab11db52962171274","unverified","","","","research-only"
"1954\220.JPG","1954","220.JPG","2006","1600","1501150","c29946209d448bcc52e0b925fab3b9414c6efcbd3954dee50d78865d2547fd2f","unverified","","","","research-only"
"1954\221.JPG","1954","221.JPG","1162","1600","778525","c1eabdc972629e904e3caff2428e6a57d31d197a0848c093363346d6a365d79c","unverified","","","","research-only"
"1954\223.JPG","1954","223.JPG","1887","1600","1534263","43fc65ecd3dd86cb50823013820330f71a973c0c8be0ebbeb9e103ff38dc02cd","unverified","","","","research-only"
"1954\224.JPG","1954","224.JPG","1277","1600","1036672","a4c8ad28c0a31a69479c8b688b92ce65b75d7fc9e4969b9ef638194ca486dc54","unverified","","","","research-only"
"1954\225.JPG","1954","225.JPG","1792","1600","1767083","6db644163d05267def4da19f1451570ec8c04dba49924e94ecf9dffd14a97977","unverified","","","","research-only"
"1954\226.JPG","1954","226.JPG","1888","1600","1754781","6f9386ff6b4424dc5ccb0381e5ec2775bb6068606139fb76dc446f611a69d8a0","unverified","","","","research-only"
"1955\227.JPG","1955","227.JPG","1409","1600","1602594","527734f14de7c5f78bad59d91a4013884cdad91cd060defb565b08e7aa7a19a8","unverified","","","","research-only"
"1955\228.JPG","1955","228.JPG","2405","1600","2354343","053628d3b4773f6fa231abf79488b34541a5667884db0fb25d040d0990ffc5a4","unverified","","","","research-only"
"1955\229.JPG","1955","229.JPG","1320","1600","1071345","00ad86f91dd220f8f8491d596b4cc43ea324846e04799583a1da060cdb6aab0d","unverified","","","","research-only"
"1955\230.JPG","1955","230.JPG","2416","1600","1791924","3e65833a4af0255a628f981fb957b252602f2283244f4b45b56a52e8e07ab268","unverified","","","","research-only"
"1956\231.JPG","1956","231.JPG","1150","1600","1231173","bcb99c116096a91038913b45c3797511ddaa993cb75d75d222fc037e95f6ff7a","unverified","","","","research-only"
"1956\232.JPG","1956","232.JPG","1898","1600","1437654","1878cb6a60bc12d0ac1d12f21044749565f5de44bc3111b565fec32b7228673c","unverified","","","","research-only"
"1956\233.JPG","1956","233.JPG","2017","1600","2066108","63b355a6c05e14658b526bbdee688f089c1abad8249c914d5aa644ad92bba506","unverified","","","","research-only"
"1956\234.JPG","1956","234.JPG","1241","1600","1032104","fee57e24914bfc4800638d0a42041ab7e01327cea2462ed20c7ed8b7e266afbb","unverified","","","","research-only"
"1957\235.JPG","1957","235.JPG","1519","1600","1516059","dc0a88c8706cbaa712066568b278a5f20c16ae4ae71bf50e994b442acd7423b3","unverified","","","","research-only"
"1957\236.JPG","1957","236.JPG","1112","1600","1084329","8797349034d73ccb1ef7685eed8009c8d193e074f88002a9a2089fe3e29be953","unverified","","","","research-only"
"1957\237.JPG","1957","237.JPG","1126","1600","901182","3b9a7dd8ba3c255409ca27a3837d933004d8faf4b9c4ca1bf0886bf258f8f120","unverified","","","","research-only"
"1958\238.JPG","1958","238.JPG","1017","1600","813560","0077d01c213272f9f6ae099fc897193b73d8947ff3045998302e7a79f19073f0","unverified","","","","research-only"
"1958\239.JPG","1958","239.JPG","1372","1600","1598877","2c48a70e872203cf624e50ed565c3168e3858e21197c3f2fa454c687d29fa893","unverified","","","","research-only"
"1958\240.JPG","1958","240.JPG","1039","1600","864078","68076a5d7ef36d34afcea29aac04d1c3cb3ee1177ff5774bcfb37f8c43443a90","unverified","","","","research-only"
"1958\241.JPG","1958","241.JPG","1024","1600","549146","38c92c95256a39823739d82c16ca3f7b4d78e38d7869f9347629b9acd9728864","unverified","","","","research-only"
"1959\242.JPG","1959","242.JPG","2071","1600","1237346","5768d517504bea21c7cee4f85e2871e5f805458eb2595a6e23eea839f0801006","unverified","","","","research-only"
"1959\243.JPG","1959","243.JPG","1167","1600","1108248","d8f5d3622d4568652eeb653402ea19fe43c3fca4bfe56fca51fcdd48c0de46e3","unverified","","","","research-only"
"1959\244.JPG","1959","244.JPG","1004","1600","887065","de2cabbb4d473f28837d9a0289d57dbd4fcad1f4c58f4f6e756917436c059b5b","unverified","","","","research-only"
"1959\245.JPG","1959","245.JPG","1329","1600","1358884","c75d3db694fde439b6bab49f526151b83391c39f75c5741122eb782e630f8287","unverified","","","","research-only"
"1959\246.JPG","1959","246.JPG","1182","1600","1149213","0be155a7085505a9ad97ef476d03f797866befb441caed12b7d21113ec61fde8","unverified","","","","research-only"
"1960\247.JPG","1960","247.JPG","1204","1600","1186108","158ba2f6d97cf8c2e1277a28439459a56d230677fa6669a4b2d6187d48c019cd","unverified","","","","research-only"
"1960\248.JPG","1960","248.JPG","1323","1600","1010161","3b61d40248df5d1202948e5c2939ba96759d3891774eba00328c7bc10fdae2ee","unverified","","","","research-only"
"1960\249.JPG","1960","249.JPG","1618","1600","1653659","2873d4ae0414bce93591df1ebc49b3c73b6821533594acf9f4e80ec9fc1e1857","unverified","","","","research-only"
"1960\250.JPG","1960","250.JPG","1250","1600","1350238","c6238363384c7f24b1b45dd8a0261a3b7117f7dd4c13aa7f799f0f7ffcdfaa6e","unverified","","","","research-only"
"1960\251.JPG","1960","251.JPG","1420","1600","1547556","ca3be3c20a82cc254ff4694c8b3f5214ae1689f9b9e58b73f92f1ae1856ce05d","unverified","","","","research-only"
"1960\252.JPG","1960","252.JPG","2183","1600","2287298","4aad4a3b46a588e047fd3285c921848ef03fbe2b22ed40a71dd44a533fd2a288","unverified","","","","research-only"
"1960\253.JPG","1960","253.JPG","1920","1600","1632975","06759c23435a5525f5f5c6aef4cc9c43268d39750d2cc2b46f7144b2bf8f27c1","unverified","","","","research-only"
"1960\254.JPG","1960","254.JPG","2266","1600","2438423","1631ded952a50f8885baa94c00cfa241d61ea609a35764f8f4cb174f8f548b66","unverified","","","","research-only"
"1960\255.JPG","1960","255.JPG","1479","1600","1719037","a84887748005ef9f4fd77bc9055487c6341a7d960f2fdb93a6b8df601ca187c6","unverified","","","","research-only"
"1960\256.JPG","1960","256.JPG","852","1600","543610","7001130b64042555d30e76b7fbd69568b841a6388e2063acc6afe5e955be02bf","unverified","","","","research-only"
"1960\257.JPG","1960","257.JPG","1461","1600","1069577","6e597df7eb13ae124752a406fe8ab3354b8438256a26d5a143e98a6dd4b03b2d","unverified","","","","research-only"
"1961\258.JPG","1961","258.JPG","834","1600","483325","480f947909a2afabe5acf493f9601da0b850510c8d4dd680f7fff6a6d6caa7a2","unverified","","","","research-only"
"1962\259.JPG","1962","259.JPG","790","1600","523045","5579f05fc96ce7121252aee26faf1c20992140416db571f5763c734dd007d700","unverified","","","","research-only"
"1962\260.JPG","1962","260.JPG","1361","1600","1242799","c69bdcbd77d4763fafdb4f6304dd70fe2ed29930882a963654925b73b2a2633e","unverified","","","","research-only"
"1962\261.JPG","1962","261.JPG","1207","1600","902486","d793b5858ba77a9094cbbec048868a24e4c3cb4831394db7ddc5290af319e0be","unverified","","","","research-only"
"1963\262.JPG","1963","262.JPG","2094","1600","2073956","03fb19adcbf7e5ac101a192978f3bfde3067372b4033bce759b618108b23e429","unverified","","","","research-only"
"1963\263.JPG","1963","263.JPG","2014","1600","1781181","8668f8f2c99fb339f647d0055b33aedcaa9ca56bd1f11b4b315f789187896c28","unverified","","","","research-only"
"1963\264.JPG","1963","264.JPG","2499","1600","2501170","6526a0507da10729a644e5893b473322bc0827eb2f44cf880c642daacd3fb265","unverified","","","","research-only"
"1963\265.JPG","1963","265.JPG","1624","1600","1623215","2167549790183a1a2ce9865d20f71b9e780905952a3e2d25617eabfae4c7275f","unverified","","","","research-only"
"1963\266.JPG","1963","266.JPG","3953","1600","4159878","911bee903b2726efec748a6e5aa4c53f3ab7c8de47dea89931c78741a6ce94b2","unverified","","","","research-only"
"1963\267.JPG","1963","267.JPG","2283","1600","2491185","81a65a30837d666c90dbadd5d5f5b4739a9aad60073c973d09e1cde36e8e0496","unverified","","","","research-only"
"1964\268.JPG","1964","268.JPG","1162","1600","1436555","9fdae6867fbb6ea912f1ed7949b3ff154d011e21fa71fb69b77323988dacbee6","unverified","","","","research-only"
"1964\269.JPG","1964","269.JPG","946","1600","1023670","60fa7331365f2c5d513d9b25dba07c129a37f1d26af1075e685099d5d928c6c2","unverified","","","","research-only"
"1965\270.JPG","1965","270.JPG","2053","1600","1410875","8ca49a47f3f288bda8b829c9cf493358efd8ccfc55b467f88547514706355e0b","unverified","","","","research-only"
"1965\271.JPG","1965","271.JPG","2443","1600","2374225","9f7a99935a14314c8ca72205ffdfc82037f12bef577eb036fabe47e224f25197","unverified","","","","research-only"
"1965\272.JPG","1965","272.JPG","1234","1600","1469374","73ceb4a7db96c648ecded857002816a066fbb3a916e1205b40e0b43f92babe4e","unverified","","","","research-only"
"1965\273.JPG","1965","273.JPG","1230","1600","1268789","fe3d3bc5f15baaefae4ac6a89e8086e8f6ac2dcb48148ae92fd8db37e1fdc3f9","unverified","","","","research-only"
"1965\274.JPG","1965","274.JPG","3135","1600","2911752","417ce0ab2401385d064e34e74ea9030e3adf7fdc943b4affcc9df369fcc5f02e","unverified","","","","research-only"
"1965\275.JPG","1965","275.JPG","1075","1600","915190","f7c81fc12ba45bb206f87c606340d065292bbed70694d56cf74c45f88b1f9cba","unverified","","","","research-only"
"1965\276.JPG","1965","276.JPG","1051","1600","882290","f6d9bfe0fe0a3e536b33c0b9ac2f95899f9dfff0d13dceb19b3be960c79eef59","unverified","","","","research-only"
"1965\277.JPG","1965","277.JPG","1944","1600","1787334","e1cd7050a6d56eabde1e797498e34d68e4afd09128fb17a2472cd3ca2fd3cd8f","unverified","","","","research-only"
"1967\278.JPG","1967","278.JPG","1003","1600","863588","5b32fd121156ff46e4abcac6cf4b525e582685cfed1d70fbc8d0d643c03fd3b8","unverified","","","","research-only"
"1967\279.JPG","1967","279.JPG","1398","1600","1185505","3d47d0cf8ee7d656ce7540136cc0cf79b189fecf2b3db8afb590ace56aa8ef8d","unverified","","","","research-only"
"1967\280.JPG","1967","280.JPG","1293","1600","1335798","33a5f9576c72b907ffa5b9a5f4d125efa3cbaf6c43b1ae5eeeae694471a45188","unverified","","","","research-only"
"1967\281.JPG","1967","281.JPG","1990","1600","1740910","b911675b7c3da5ca82e7b937a7fae3f9d673254d5e5e4e7a23c96592e4009602","unverified","","","","research-only"
"1967\282.JPG","1967","282.JPG","2158","1600","2518993","c9a3cb150dd62b326eb870464bdb9f83eda7f9ffc536319e5ff44f13ac9ad2c1","unverified","","","","research-only"
"1970\283.JPG","1970","283.JPG","1170","1600","937283","8831ebd27884c1acfc83479549467c67cf38dea17e87dd63eb2cb526de623547","unverified","","","","research-only"
"1970\284.JPG","1970","284.JPG","1110","1600","875877","dda3bbd00860907429a0cc6dbad04fdc9596fc10b5abbfe0e5065b9db783a10d","unverified","","","","research-only"
"1970\285.JPG","1970","285.JPG","2052","1600","1745045","e8fbd6c306358ad1684990d5d19df012feeab0a2dfebb5a0036910089e019745","unverified","","","","research-only"
"1970\286.JPG","1970","286.JPG","1127","1600","1019596","289bf40f109c7afa9af1ec681c69188ce98092350d9071ff1f0e4d15ef2b98b9","unverified","","","","research-only"
"1971\287.JPG","1971","287.JPG","1623","1600","1673021","127d4adb96eac221e8dd29e23f67bec4da4e0405c48b21dacc0401f798c0c18d","unverified","","","","research-only"
"1971\288.JPG","1971","288.JPG","972","1600","658001","56908588b8065781b603314f895b24d05ed404292d99e0d4856a0e4d53ff12a8","unverified","","","","research-only"
"1972\289.JPG","1972","289.JPG","1894","1600","1371155","c185856faf0f74d7a64f38749ad64366ffa4e26280425fa6bdf8550e1ca4b2af","unverified","","","","research-only"
"1972\290.JPG","1972","290.JPG","1113","1600","1196604","05acc5edcb138807bacad55708d2fed320bba84869c1e787b11142dcaec18b62","unverified","","","","research-only"
"1973\291.JPG","1973","291.JPG","1800","1600","1372200","11ff16a438215c30513576aa7307b2251a842dee7367f2ce9337f9a6952be3f0","unverified","","","","research-only"
"1973\292.JPG","1973","292.JPG","1191","1600","936212","bb0dcacee272af4d0d0f4a84ec1b14da2e561eff551a1b3a16cd32a55da54fcc","unverified","","","","research-only"
"1973\293.JPG","1973","293.JPG","1527","1600","1080422","42ca57106892f90a55b44fd5366598fdf02b1ccc6175e14e2060bfc617acfc8a","unverified","","","","research-only"
"1974\294.JPG","1974","294.JPG","952","1600","883718","ab4c9c4a5b537687af9253d25d0242fb89337b3107e569022c35a775dbc40d7d","unverified","","","","research-only"
"1974\295.JPG","1974","295.JPG","2224","1600","2361753","7fde9fb001595d451200be326816e2cc6f97eb642d146d0a30986cd996928b9c","unverified","","","","research-only"
"1974\296.JPG","1974","296.JPG","1614","1600","1414433","bdcf59370d18d6d52b05838d9039efc3eac72ca7f4d713b17dcd37df34f4ee18","unverified","","","","research-only"
"1974\297.JPG","1974","297.JPG","1943","1600","1759978","ec4ec23bb4065ab3b662a4c6a994c07f1c323b8d422db1e81e3656bca78d5992","unverified","","","","research-only"
"1975\298.JPG","1975","298.JPG","1766","1600","1185842","e53d582a5ed5c669804466714e2e870aa26f68ab5f88a5b594733b2af9e8972c","unverified","","","","research-only"
"1976\299.JPG","1976","299.JPG","2065","1600","2208163","eafc1cb4b858aabd0fceaba81eace5ea1bb507658bc529db2bb6206b454ddc32","unverified","","","","research-only"
"1976\300.JPG","1976","300.JPG","1205","1600","797254","f0793dae28f24795d9052afa4523de19896e9e2d804757bd174d29481539bd4c","unverified","","","","research-only"
"1977\301.JPG","1977","301.JPG","1517","1600","796084","2bc447bc82269fd44b7e0f6e754692607583bea82610acfd03effab659b7ccdd","unverified","","","","research-only"
"1977\302.JPG","1977","302.JPG","2449","1600","2439345","b0c818a07c803b55790c2865177fb47443e6a9f60b652d6b6f2829cd2af947e9","unverified","","","","research-only"
"1977\303.JPG","1977","303.JPG","1082","1600","1186629","92b49f93c435e26e62fd8464ee9db7e906bc1be4f4dfa9140f9c3783b82d1564","unverified","","","","research-only"
"1977\304.JPG","1977","304.JPG","1466","1600","1515959","ab1295264c8b38ffafd4c30925d1ccb7a96fb3a8d5f9624dabaa11254816a733","unverified","","","","research-only"
"1978\305.JPG","1978","305.JPG","1616","1600","1656611","3c2d956675abcc5eb089435cc846bbbacc072ea0978f4e32b7cf14ed700a4748","unverified","","","","research-only"
"1978\306.JPG","1978","306.JPG","1630","1600","1161752","e46e08cc02c09b85fe3f9c93d19f71e99a9008c2f6d540941c987db7b35516c8","unverified","","","","research-only"
"1978\307.JPG","1978","307.JPG","1544","1600","1160148","1151a1dea90c818f0db4862e843a0888e022c74d4ca0793ea7e45656791817cb","unverified","","","","research-only"
"1979\308.JPG","1979","308.JPG","2456","1600","2460980","93d61b618c2dedec13fad930bab9337d788e925668a30ac837a29f0ac5bbd229","unverified","","","","research-only"
"1979\309.JPG","1979","309.JPG","3127","1600","3008233","be080e8c8413a0b857eee0d7b6d20c400c33990c9cfbc65cca82d90161db1f13","unverified","","","","research-only"
"1979\310.JPG","1979","310.JPG","3105","1600","3757616","f703661aa98029392cabeaa797d206f8ae4f97ceedc474f90dd292dd6d2e9fb8","unverified","","","","research-only"
"1979\311.JPG","1979","311.JPG","3137","1600","3004478","7fcadd240675ae6031274675b4d12d9ab284a65fe44d330b76c395d278619060","unverified","","","","research-only"
"1979\312.JPG","1979","312.JPG","1137","1600","1198080","84c9ce684288ec7d6f24bfd8f223f0ffb53a15d28380de421b885b210f14a1fb","unverified","","","","research-only"
"1979\313.JPG","1979","313.JPG","1348","1600","739393","cc650225282d760e8aa982fa20c0f74104279c4299f50ac6f62421d3eeada404","unverified","","","","research-only"
"1980\314.JPG","1980","314.JPG","2179","1600","2423085","35663e35089af709fda5681e059f2ce0ba99e885f04b4e58783753ebfc5eb048","unverified","","","","research-only"
"1981\315.JPG","1981","315.JPG","1303","1600","1073343","6a89ab407f8282fa2a169bed740c9a335c4796c26c69ce3efa3dcd6851bc138b","unverified","","","","research-only"
"1981\316.JPG","1981","316.JPG","1139","1600","1208710","e820d62d22213368b32679318cb2a80295f77dd27ada2e38a6072771a78b0f57","unverified","","","","research-only"
"1981\317.JPG","1981","317.JPG","2201","1600","2469201","9033052d51367d1cc1d21b6f1b808d7c1aa2f122e084b653b31d82ad2751a271","unverified","","","","research-only"
"1981\318.JPG","1981","318.JPG","1116","1600","823232","61982e790659097d3fe904ed94757492c457fa88a7de631ff742124159f9d6bb","unverified","","","","research-only"
"1981\319.JPG","1981","319.JPG","1074","1600","634864","31534ac7bfcf094bba5e616bce7bacee1feaf28b9216d7979848779c304e0204","unverified","","","","research-only"
"1981\320.JPG","1981","320.JPG","1243","1600","989392","4c70f1f93d068ef667aae7e431a4376ad64968ea725e6146b1a2e7bec64d2a24","unverified","","","","research-only"
"1981\321.JPG","1981","321.JPG","1181","1600","1320314","e273359860ed6bcaae819118378f7353d83f9578d64b720d8157d76879094e91","unverified","","","","research-only"
"1982\322.JPG","1982","322.JPG","1764","1600","1530431","6bc72ad2fa8ec05d7c404a1e20ec9d8fe5d5fc62754fe8c35a956b103154f5c4","unverified","","","","research-only"
"1982\323.JPG","1982","323.JPG","1286","1600","1642772","a0240befa0e1fb16a54d35ed0cda2efed067006014a81f1f96cfa417a2ad5779","unverified","","","","research-only"
"1982\324.JPG","1982","324.JPG","1604","1600","1345506","31303b4ab7b65fe0ea98ad34330fafad472c4bc867d7c7937e1d0b35f8d8b9bf","unverified","","","","research-only"
"1982\325.JPG","1982","325.JPG","1136","1600","868050","3bf6f6c9d2053570de29f776b3b00b0a7bfe74535d007a189386836154ca4114","unverified","","","","research-only"
"1982\326.JPG","1982","326.JPG","2062","1600","2535680","b1a44736b7b77bf89f04044f7898e3a4935e4c57c08434a21e2b1ce2b85ca7cd","unverified","","","","research-only"
"1982\327.JPG","1982","327.JPG","1617","1600","1770147","74e84f2e0662a8ea477b15ab27e1c94b0338b8b7920009e2943e99ccd215bada","unverified","","","","research-only"
"1982\328.JPG","1982","328.JPG","1230","1600","1194520","bd0d70d79b5f1694988430e8cdcff42b8c06e51a3e4ddc88c0e43119907b8639","unverified","","","","research-only"
"1982\329.JPG","1982","329.JPG","1966","1600","2266685","0d91402616df072f68cd1deb1d477ba34ea0eda86dbf6d73955d013011908720","unverified","","","","research-only"
"1982\330.JPG","1982","330.JPG","1306","1600","1449453","15f8521a4ea83ae80af99a56691cea538a136bf93942cf6410d814682e785f35","unverified","","","","research-only"
"1983\331.JPG","1983","331.JPG","2010","1600","1036878","242cf925b1b420dd7e1e2cce8206c5b7d407ae4c12afeb3b62562647162f13ed","unverified","","","","research-only"
"1983\332.JPG","1983","332.JPG","1965","1600","2126168","fbbd9b8130fe51269787e310518dae0d1adac54c281fed6c74dd1229193d4b34","unverified","","","","research-only"
"1983\333.JPG","1983","333.JPG","2062","1600","2259270","e39a20b62e5978c4bf18dca52f77c906ff6ab10144316c3601cc1291bda9c022","unverified","","","","research-only"
"1983\334.JPG","1983","334.JPG","1968","1600","1790079","08ad843f40dd56a27b3077b2f949e9bfc0f40679cda94a42afdd1b4e9a6e015f","unverified","","","","research-only"
"1983\335.JPG","1983","335.JPG","1988","1600","1937042","a435bc2e3ef2b6c9362c26c6f2b5b19771fa3fb27b1b8a02c98b7161c97d95d3","unverified","","","","research-only"
