id,filename,sourceFile,publicUrl,fileType,currentPageUsage,proposedDepartment,visualSystem,mediaRole,status,leakRisk
107,larry-helmut-cabaret.jpg,src/content/comics/larry-helmut-cabaret.md,https://cdn.hob.farm/funnies/larry/larry-helmut-cabaret.jpg,image,comic,funnies,,literal-url,referenced,false
108,larry-helmut-poodles.jpg,src/content/comics/larry-helmut-poodles.md,https://cdn.hob.farm/funnies/larry/larry-helmut-poodles.jpg,image,comic,funnies,,literal-url,referenced,false
109,larry-leon-berger.jpg,src/content/comics/larry-leon-berger.md,https://cdn.hob.farm/funnies/larry/larry-leon-berger.jpg,image,comic,funnies,,literal-url,referenced,false
110,larry-poker.jpg,src/content/comics/larry-poker.md,https://cdn.hob.farm/funnies/larry/larry-poker.jpg,image,comic,funnies,,literal-url,referenced,false
113,hobfarm-color-design-example-01.jpg,src/content/gallery/asset-lab/atomic-noir-color-system.md,https://cdn.hob.farm/gallery/color-design/hobfarm-color-design-example-01.jpg,image,gallery,,,poster,referenced,false
112,hobfarm-color-design-example-01.mp4,src/content/gallery/asset-lab/atomic-noir-color-system.md,https://cdn.hob.farm/gallery/color-design/hobfarm-color-design-example-01.mp4,video,gallery,,,file,referenced,false
115,hobfarm-color-design-example-02.jpg,src/content/gallery/asset-lab/atomic-noir-color-system.md,https://cdn.hob.farm/gallery/color-design/hobfarm-color-design-example-02.jpg,image,gallery,,,preview,referenced,false
114,hobfarm-color-design-example-02.mp4,src/content/gallery/asset-lab/atomic-noir-color-system.md,https://cdn.hob.farm/gallery/color-design/hobfarm-color-design-example-02.mp4,video,gallery,,,preview,referenced,false
116,hobfarm-color-design-example-03.png,src/content/gallery/asset-lab/atomic-noir-color-system.md,https://cdn.hob.farm/gallery/color-design/hobfarm-color-design-example-03.png,image,gallery,,,preview,referenced,false
117,hobfarm-color-design-example-04.png,src/content/gallery/asset-lab/atomic-noir-color-system.md,https://cdn.hob.farm/gallery/color-design/hobfarm-color-design-example-04.png,image,gallery,,,reference,referenced,false
118,hobfarm-color-design-example-05.png,src/content/gallery/asset-lab/atomic-noir-color-system.md,https://cdn.hob.farm/gallery/color-design/hobfarm-color-design-example-05.png,image,gallery,,,reference,referenced,false
111,hobfarm-color-design-example-hero.png,src/content/gallery/asset-lab/atomic-noir-color-system.md,https://cdn.hob.farm/gallery/color-design/hobfarm-color-design-example-hero.png,image,gallery,,,file,referenced,false
119,before-and-after-1926-2026.mp4,src/content/gallery/before-and-after/1926-now.md,https://cdn.hob.farm/gallery/before-and-after/1926-2026/before-and-after-1926-2026.mp4,video,gallery,,,file,referenced,false
120,before-and-after-1926-2026.png,src/content/gallery/before-and-after/1926-now.md,https://cdn.hob.farm/gallery/before-and-after/1926-2026/before-and-after-1926-2026.png,image,gallery,,,poster,referenced,false
122,character-sheet-001.png,src/content/gallery/character-dev/neon-ghoul.md,https://cdn.hob.farm/gallery/character-sheets/character-sheet-001.png,image,gallery,funnies,,file,referenced,true
123,character-sheet-002.png,src/content/gallery/character-dev/neon-ghoul.md,https://cdn.hob.farm/gallery/character-sheets/character-sheet-002.png,image,gallery,funnies,,file,referenced,true
124,character-sheet-003.png,src/content/gallery/character-dev/neon-ghoul.md,https://cdn.hob.farm/gallery/character-sheets/character-sheet-003.png,image,gallery,funnies,,file,referenced,true
125,character-sheet-004.png,src/content/gallery/character-dev/neon-ghoul.md,https://cdn.hob.farm/gallery/character-sheets/character-sheet-004.png,image,gallery,funnies,,file,referenced,true
126,character-sheet-005.png,src/content/gallery/character-dev/neon-ghoul.md,https://cdn.hob.farm/gallery/character-sheets/character-sheet-005.png,image,gallery,funnies,,file,referenced,true
121,character-sheet-006.png,src/content/gallery/character-dev/neon-ghoul.md,https://cdn.hob.farm/gallery/character-sheets/character-sheet-006.png,image,gallery,funnies,,file,referenced,true
127,character-sheet-007.jpg,src/content/gallery/character-dev/neon-ghoul.md,https://cdn.hob.farm/gallery/character-sheets/character-sheet-007.jpg,image,gallery,funnies,,file,referenced,true
128,character-sheet-009.jpg,src/content/gallery/character-dev/neon-ghoul.md,https://cdn.hob.farm/gallery/character-sheets/character-sheet-009.jpg,image,gallery,funnies,,file,referenced,true
129,character-sheet-010.png,src/content/gallery/character-dev/neon-ghoul.md,https://cdn.hob.farm/gallery/character-sheets/character-sheet-010.png,image,gallery,funnies,,file,referenced,true
130,character-sheet-011.png,src/content/gallery/character-dev/neon-ghoul.md,https://cdn.hob.farm/gallery/character-sheets/character-sheet-011.png,image,gallery,funnies,,file,referenced,true
133,s2w-v1-01.jpg,src/content/gallery/character-dev/seed-to-world-v1-neon-glitch-streetwear.md,https://cdn.hob.farm/gallery/seed-to-world/s2w-v1-01.jpg,image,gallery,funnies,,file,referenced,true
134,s2w-v1-02.png,src/content/gallery/character-dev/seed-to-world-v1-neon-glitch-streetwear.md,https://cdn.hob.farm/gallery/seed-to-world/s2w-v1-02.png,image,gallery,funnies,,primary,referenced,true
135,s2w-v1-03.png,src/content/gallery/character-dev/seed-to-world-v1-neon-glitch-streetwear.md,https://cdn.hob.farm/gallery/seed-to-world/s2w-v1-03.png,image,gallery,funnies,,process,referenced,true
132,s2w-v1-04.png,src/content/gallery/character-dev/seed-to-world-v1-neon-glitch-streetwear.md,https://cdn.hob.farm/gallery/seed-to-world/s2w-v1-04.png,image,gallery,funnies,,poster,referenced,true
131,s2w-v1-05.mp4,src/content/gallery/character-dev/seed-to-world-v1-neon-glitch-streetwear.md,https://cdn.hob.farm/gallery/seed-to-world/s2w-v1-05.mp4,video,gallery,funnies,,file,referenced,true
139,compilation-composition.png,src/content/gallery/compilation/liquid-gothic.md,https://cdn.hob.farm/gallery/compilation/compilation-composition.png,image,gallery,,,primary,referenced,false
136,compilation-hero.mp4,src/content/gallery/compilation/liquid-gothic.md,https://cdn.hob.farm/gallery/compilation/compilation-hero.mp4,video,gallery,,,file,referenced,false
140,compilation-style.png,src/content/gallery/compilation/liquid-gothic.md,https://cdn.hob.farm/gallery/compilation/compilation-style.png,image,gallery,,,reference,referenced,false
138,compilation-v1-01a-video.mp4,src/content/gallery/compilation/liquid-gothic.md,https://cdn.hob.farm/gallery/compilation/compilation-v1-01a-video.mp4,video,gallery,,,file,referenced,false
137,compilation-v1-01a.jpg,src/content/gallery/compilation/liquid-gothic.md,https://cdn.hob.farm/gallery/compilation/compilation-v1-01a.jpg,image,gallery,,,poster,referenced,false
141,compilation-v1-01b.png,src/content/gallery/compilation/liquid-gothic.md,https://cdn.hob.farm/gallery/compilation/compilation-v1-01b.png,image,gallery,,,preview,referenced,false
142,compilation-v1-02.png,src/content/gallery/compilation/liquid-gothic.md,https://cdn.hob.farm/gallery/compilation/compilation-v1-02.png,image,gallery,,,variant,referenced,false
143,compilation-v1-03.jpg,src/content/gallery/compilation/liquid-gothic.md,https://cdn.hob.farm/gallery/compilation/compilation-v1-03.jpg,image,gallery,,,variant,referenced,false
145,compilation-v1-04-video.mp4,src/content/gallery/compilation/liquid-gothic.md,https://cdn.hob.farm/gallery/compilation/compilation-v1-04-video.mp4,video,gallery,,,variant,referenced,false
144,compilation-v1-04.jpg,src/content/gallery/compilation/liquid-gothic.md,https://cdn.hob.farm/gallery/compilation/compilation-v1-04.jpg,image,gallery,,,variant,referenced,false
163,blue-cake-corrupted.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/blue-cake-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
161,blue-cake-cute-corrupted.mp4,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/blue-cake-cute-corrupted.mp4,video,gallery,cute-corrupted,,variant,referenced,true
162,blue-cake-cute.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/blue-cake-cute.png,image,gallery,cute-corrupted,,variant,referenced,true
148,cake01-corrupted.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/cake01-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
147,cake01-cute.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/cake01-cute.png,image,gallery,cute-corrupted,,poster,referenced,true
146,cake01.mp4,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/cake01.mp4,video,gallery,cute-corrupted,,file,referenced,true
160,green-cake-corrupted.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/green-cake-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
158,green-cake-cute-corrupted.mp4,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/green-cake-cute-corrupted.mp4,video,gallery,cute-corrupted,,variant,referenced,true
159,green-cake-cute.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/green-cake-cute.png,image,gallery,cute-corrupted,,variant,referenced,true
154,orange-cake-corrupted.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/orange-cake-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
152,orange-cake-cute-corrupted.mp4,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/orange-cake-cute-corrupted.mp4,video,gallery,cute-corrupted,,variant,referenced,true
153,orange-cake-cute.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/orange-cake-cute.png,image,gallery,cute-corrupted,,variant,referenced,true
166,purple-cake-corrupted.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/purple-cake-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
164,purple-cake-cute-corrupted.mp4,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/purple-cake-cute-corrupted.mp4,video,gallery,cute-corrupted,,variant,referenced,true
165,purple-cake-cute.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/purple-cake-cute.png,image,gallery,cute-corrupted,,variant,referenced,true
151,red-cake-corrupted.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/red-cake-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
149,red-cake-cute-corrupted.mp4,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/red-cake-cute-corrupted.mp4,video,gallery,cute-corrupted,,variant,referenced,true
150,red-cake-cute.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/red-cake-cute.png,image,gallery,cute-corrupted,,variant,referenced,true
157,yellow-cake-corrupted.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/yellow-cake-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
155,yellow-cake-cute-corrupted.mp4,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/yellow-cake-cute-corrupted.mp4,video,gallery,cute-corrupted,,variant,referenced,true
156,yellow-cake-cute.png,src/content/gallery/cute-corrupted/cakes.md,https://cdn.hob.farm/gallery/cute-corrupted/cakes/yellow-cake-cute.png,image,gallery,cute-corrupted,,variant,referenced,true
169,cat-corrupted.png,src/content/gallery/cute-corrupted/cat.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/cat-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
167,cat-cute-corrupted.mp4,src/content/gallery/cute-corrupted/cat.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/cat-cute-corrupted.mp4,video,gallery,cute-corrupted,,file,referenced,true
168,cat-cute.png,src/content/gallery/cute-corrupted/cat.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/cat-cute.png,image,gallery,cute-corrupted,,poster,referenced,true
172,corgi-corrupted.png,src/content/gallery/cute-corrupted/corgi.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/corgi-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
170,corgi-cute-corrupted.mp4,src/content/gallery/cute-corrupted/corgi.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/corgi-cute-corrupted.mp4,video,gallery,cute-corrupted,,file,referenced,true
171,corgi-cute.png,src/content/gallery/cute-corrupted/corgi.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/corgi-cute.png,image,gallery,cute-corrupted,,poster,referenced,true
173,cute-corrupted-kareena.mp4,src/content/gallery/cute-corrupted/kareena.md,https://cdn.hob.farm/gallery/cute-corrupted/kareena-pink/cute-corrupted-kareena.mp4,video,gallery,cute-corrupted,,file,referenced,true
176,kareena-corrupted.jpg,src/content/gallery/cute-corrupted/kareena.md,https://cdn.hob.farm/gallery/cute-corrupted/kareena-pink/kareena-corrupted.jpg,image,gallery,cute-corrupted,,primary,referenced,true
175,kareena-cute.jpg,src/content/gallery/cute-corrupted/kareena.md,https://cdn.hob.farm/gallery/cute-corrupted/kareena-pink/kareena-cute.jpg,image,gallery,cute-corrupted,,primary,referenced,true
174,kareena-poster.png,src/content/gallery/cute-corrupted/kareena.md,https://cdn.hob.farm/gallery/cute-corrupted/kareena-pink/kareena-poster.png,image,gallery,cute-corrupted,,poster,referenced,true
179,koala-corrupted.png,src/content/gallery/cute-corrupted/koala.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/koala-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
177,koala-cute-corrupted.mp4,src/content/gallery/cute-corrupted/koala.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/koala-cute-corrupted.mp4,video,gallery,cute-corrupted,,file,referenced,true
178,koala-cute.png,src/content/gallery/cute-corrupted/koala.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/koala-cute.png,image,gallery,cute-corrupted,,poster,referenced,true
182,raccoon-corrupted.png,src/content/gallery/cute-corrupted/raccoon.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/raccoon-corrupted.png,image,gallery,cute-corrupted,,primary,referenced,true
180,raccoon-cute-corrupted.mp4,src/content/gallery/cute-corrupted/raccoon.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/raccoon-cute-corrupted.mp4,video,gallery,cute-corrupted,,file,referenced,true
181,raccoon-cute.png,src/content/gallery/cute-corrupted/raccoon.md,https://cdn.hob.farm/gallery/cute-corrupted/critters/raccoon-cute.png,image,gallery,cute-corrupted,,poster,referenced,true
185,sienna-corrupted.jpg,src/content/gallery/cute-corrupted/sienna.md,https://cdn.hob.farm/gallery/cute-corrupted/sienna-red/sienna-corrupted.jpg,image,gallery,cute-corrupted,,primary,referenced,true
184,sienna-cute.jpg,src/content/gallery/cute-corrupted/sienna.md,https://cdn.hob.farm/gallery/cute-corrupted/sienna-red/sienna-cute.jpg,image,gallery,cute-corrupted,,primary,referenced,true
183,sienna-poster.jpg,src/content/gallery/cute-corrupted/sienna.md,https://cdn.hob.farm/gallery/cute-corrupted/sienna-red/sienna-poster.jpg,image,gallery,cute-corrupted,,file,referenced,true
187,fashion-grammar-01-poster.jpg,src/content/gallery/fashion/glamour-pin-up.md,https://cdn.hob.farm/gallery/fashion/fashion-grammar-01-poster.jpg,image,gallery,,,poster,referenced,false
186,fashion-grammar-01.mp4,src/content/gallery/fashion/glamour-pin-up.md,https://cdn.hob.farm/gallery/fashion/fashion-grammar-01.mp4,video,gallery,,,file,referenced,false
188,fashion-grammar-01.png,src/content/gallery/fashion/glamour-pin-up.md,https://cdn.hob.farm/gallery/fashion/fashion-grammar-01.png,image,gallery,,,file,referenced,false
189,fashion-grammar-02.png,src/content/gallery/fashion/glamour-pin-up.md,https://cdn.hob.farm/gallery/fashion/fashion-grammar-02.png,image,gallery,,,file,referenced,false
190,fashion-grammar-03.png,src/content/gallery/fashion/glamour-pin-up.md,https://cdn.hob.farm/gallery/fashion/fashion-grammar-03.png,image,gallery,,,file,referenced,false
191,fashion-grammar-04.png,src/content/gallery/fashion/glamour-pin-up.md,https://cdn.hob.farm/gallery/fashion/fashion-grammar-04.png,image,gallery,,,file,referenced,false
192,fashion-grammar-05.png,src/content/gallery/fashion/glamour-pin-up.md,https://cdn.hob.farm/gallery/fashion/fashion-grammar-05.png,image,gallery,,,file,referenced,false
193,fashion-grammar-06.png,src/content/gallery/fashion/glamour-pin-up.md,https://cdn.hob.farm/gallery/fashion/fashion-grammar-06.png,image,gallery,,,file,referenced,false
195,flux2max.jpg,src/content/gallery/model-lab/grok-vs-flux-cartoon-test.md,https://cdn.hob.farm/gallery/goth-anime-line-art/flux2max.jpg,image,gallery,,,file,referenced,false
197,gpt-image-1.5.png,src/content/gallery/model-lab/grok-vs-flux-cartoon-test.md,https://cdn.hob.farm/gallery/goth-anime-line-art/gpt-image-1.5.png,image,gallery,,,reference,referenced,false
194,grok-imagine-1.5.png,src/content/gallery/model-lab/grok-vs-flux-cartoon-test.md,https://cdn.hob.farm/gallery/goth-anime-line-art/grok-imagine-1.5.png,image,gallery,,,file,referenced,false
196,qwen-image-2512.png,src/content/gallery/model-lab/grok-vs-flux-cartoon-test.md,https://cdn.hob.farm/gallery/goth-anime-line-art/qwen-image-2512.png,image,gallery,,,variant,referenced,false
200,flux2max.jpg,src/content/gallery/premium-showcase/wallpaper-pack-vol-01.md,https://cdn.hob.farm/gallery/psychedelic-elephant/flux2max.jpg,image,gallery,,,preview,referenced,true
199,nano-banana-2.png,src/content/gallery/premium-showcase/wallpaper-pack-vol-01.md,https://cdn.hob.farm/gallery/psychedelic-elephant/nano-banana-2.png,image,gallery,,,file,referenced,true
198,psychedelic-elephant-header.png,src/content/gallery/premium-showcase/wallpaper-pack-vol-01.md,https://cdn.hob.farm/gallery/psychedelic-elephant/psychedelic-elephant-header.png,image,gallery,,,file,referenced,true
201,qwen-image-2512.png,src/content/gallery/premium-showcase/wallpaper-pack-vol-01.md,https://cdn.hob.farm/gallery/psychedelic-elephant/qwen-image-2512.png,image,gallery,,,preview,referenced,true
202,z.ai-glm-image.png,src/content/gallery/premium-showcase/wallpaper-pack-vol-01.md,https://cdn.hob.farm/gallery/psychedelic-elephant/z.ai-glm-image.png,image,gallery,,,preview,referenced,true
204,scene-v1-001-poster.jpg,src/content/gallery/scene/storm-cathedral.md,https://cdn.hob.farm/gallery/scene/scene-v1-001-poster.jpg,image,gallery,,,poster,referenced,false
203,scene-v1-001.mp4,src/content/gallery/scene/storm-cathedral.md,https://cdn.hob.farm/gallery/scene/scene-v1-001.mp4,video,gallery,,,file,referenced,false
205,scene-v1-002.png,src/content/gallery/scene/storm-cathedral.md,https://cdn.hob.farm/gallery/scene/scene-v1-002.png,image,gallery,,,file,referenced,false
206,scene-v1-003.png,src/content/gallery/scene/storm-cathedral.md,https://cdn.hob.farm/gallery/scene/scene-v1-003.png,image,gallery,,,file,referenced,false
208,dancer-poster.jpg,src/content/gallery/video-workflow/higgsfield-transition-test.md,https://cdn.hob.farm/gallery/motion/dancer-poster.jpg,image,gallery,hobfarm-presents,,poster,referenced,false
207,Dancer.mp4,src/content/gallery/video-workflow/higgsfield-transition-test.md,https://cdn.hob.farm/gallery/motion/Dancer.mp4,video,gallery,hobfarm-presents,,file,referenced,false
209,sophia-stella-poster-hd.jpg,src/content/products/sophia-stella-sheet-pack.md,https://cdn.hob.farm/visual-systems/sophia-stella-poster-hd.jpg,image,product,cute-corrupted,sophia-stella,file,referenced,true
210,anomalybot-banner-video.mp4,src/content/projects/anomalybot.md,https://cdn.hob.farm/pages/projects/images/anomalybot-banner-video.mp4,video,project,,,literal-url,referenced,false
211,anomalybot-banner.jpg,src/content/projects/anomalybot.md,https://cdn.hob.farm/pages/projects/images/anomalybot-banner.jpg,image,project,,,literal-url,referenced,false
212,hobfarm-courses-banner-video.mp4,src/content/projects/courses.md,https://cdn.hob.farm/pages/projects/images/hobfarm-courses-banner-video.mp4,video,project,,,literal-url,referenced,false
213,hobfarm-courses-banner.jpg,src/content/projects/courses.md,https://cdn.hob.farm/pages/projects/images/hobfarm-courses-banner.jpg,image,project,,,literal-url,referenced,false
